Order_ID,Order_Date,Ship_Date,Year,Customer_ID,Customer_Name,Segment,Region,State,City,Country,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Inventory_Days,Unit_Cost,Selling_Price,Stock_Level,Supplier
ORD00125,18-06-2023,23-06-2023,2023,CUST1125,Lakshmi Devi,Corporate,South,Karnataka,Bengaluru,India,Furniture,Table,Table Model 528,41760,10,0.1,5840.5,14,3174.35,4176,112,Mahindra Traders
ORD00126,13-10-2024,19-10-2024,2024,CUST1126,Manoj Kumar,Consumer,South,Tamil Nadu,Chennai,India,Office Supplies,Paper,Paper Model 134,5214,6,0.2,672.36,32,583.14,869,232,Reliance Distributors
ORD00127,13-12-2023,14-12-2023,2023,CUST1127,Raja Sekaran,Corporate,West,Gujarat,Ahmedabad,India,Furniture,Bookcase,Bookcase Model 667,16434,9,0.1,3963.96,11,1202.96,1826,168,Mahindra Traders
ORD00128,30-12-2023,03-01-2024,2023,CUST1128,Keerthana S,Consumer,East,Odisha,Bhubaneswar,India,Office Supplies,Binder,Binder Model 438,26316,9,0.05,6220.08,29,2086.68,2924,182,Mahindra Traders
ORD00129,11-05-2023,16-05-2023,2023,CUST1129,Karthik Raj,Corporate,South,Tamil Nadu,Chennai,India,Furniture,Bookcase,Bookcase Model 211,30834,9,0.2,3283.47,5,2375.97,3426,43,Reliance Distributors
ORD00130,01-05-2024,06-05-2024,2024,CUST1130,Harini Balaji,Corporate,South,Telangana,Hyderabad,India,Office Supplies,Paper,Paper Model 740,7790,10,0.05,3039.1,27,436.14,779,71,Reliance Distributors
ORD00131,07-02-2023,11-02-2023,2023,CUST1131,Rahul Verma,Corporate,South,Tamil Nadu,Chennai,India,Furniture,Chair,Chair Model 135,23520,5,0.1,3160.8,45,3601.44,4704,30,ITC Supply
ORD00132,02-08-2024,08-08-2024,2024,CUST1132,Shreya Das,Corporate,South,Telangana,Hyderabad,India,Office Supplies,Pen,Pen Model 557,1073,1,0.15,167.57,13,744.48,1073,27,ITC Supply
ORD00133,31-08-2024,05-09-2024,2024,CUST1133,Sai Kiran,Home Office,North,Punjab,Ludhiana,India,Furniture,Bookcase,Bookcase Model 115,1558,2,0.15,384.72,59,469.79,779,22,Tata Suppliers
ORD00134,01-12-2024,07-12-2024,2024,CUST1134,Rohit Jain,Consumer,South,Tamil Nadu,Chennai,India,Technology,Laptop,Laptop Model 561,11907,3,0,4538.22,28,2456.26,3969,45,Mahindra Traders
ORD00135,31-12-2024,06-01-2025,2024,CUST1135,Abhishek Mishra,Corporate,North,Uttar Pradesh,Lucknow,India,Technology,Printer,Printer Model 153,37620,9,0.15,4988.97,9,2998.67,4180,25,Tata Suppliers
ORD00136,16-01-2023,22-01-2023,2023,CUST1136,Meera Krishnan,Corporate,South,Telangana,Hyderabad,India,Furniture,Table,Table Model 688,14590,10,0.15,2155.9,61,1024.56,1459,260,Reliance Distributors
ORD00137,29-05-2023,30-05-2023,2023,CUST1137,Vignesh Kumar,Corporate,West,Rajasthan,Jaipur,India,Technology,Monitor,Monitor Model 903,28049,7,0.15,2958.55,77,2983.3,4007,190,Mahindra Traders
ORD00138,14-10-2023,15-10-2023,2023,CUST1138,Abhishek Mishra,Consumer,West,Rajasthan,Jaipur,India,Office Supplies,Paper,Paper Model 485,7884,3,0.2,1126.29,54,1726.97,2628,212,Adani Logistics
ORD00139,28-08-2023,01-09-2023,2023,CUST1139,Shreya Das,Consumer,West,Rajasthan,Jaipur,India,Technology,Printer,Printer Model 395,11475,5,0.15,2991.3,23,1352.49,2295,95,Mahindra Traders
ORD00140,14-07-2024,20-07-2024,2024,CUST1140,Priya Sharma,Home Office,East,Odisha,Bhubaneswar,India,Office Supplies,Paper,Paper Model 339,41715,9,0.15,4198.77,44,3473.22,4635,49,ITC Supply
ORD00141,21-04-2024,27-04-2024,2024,CUST1141,Keerthana S,Corporate,North,Punjab,Ludhiana,India,Office Supplies,Paper,Paper Model 890,27062,7,0.2,6172.18,13,2211.06,3866,139,ITC Supply
ORD00142,16-08-2024,21-08-2024,2024,CUST1142,Priya Sharma,Consumer,West,Rajasthan,Jaipur,India,Furniture,Table,Table Model 285,44343,9,0.05,15640.29,42,2942.84,4927,205,Adani Logistics
ORD00143,31-07-2024,03-08-2024,2024,CUST1143,Lakshmi Devi,Home Office,East,Assam,Guwahati,India,Technology,Laptop,Laptop Model 574,4140,1,0.1,552.31,15,3173.69,4140,99,Mahindra Traders
ORD00144,03-09-2024,04-09-2024,2024,CUST1144,Swathi R,Home Office,West,Gujarat,Ahmedabad,India,Office Supplies,Pen,Pen Model 597,870,1,0,346.99,80,523.01,870,129,Mahindra Traders
ORD00145,14-10-2023,18-10-2023,2023,CUST1145,Rahul Verma,Corporate,South,Telangana,Hyderabad,India,Office Supplies,Pen,Pen Model 185,6540,3,0,2388.99,8,1383.67,2180,46,Tata Suppliers
ORD00146,24-07-2024,27-07-2024,2024,CUST1146,Rohit Jain,Consumer,East,Odisha,Bhubaneswar,India,Technology,Monitor,Monitor Model 756,7574,7,0,2921.31,16,664.67,1082,279,ITC Supply
ORD00147,07-07-2023,11-07-2023,2023,CUST1147,Lakshmi Devi,Consumer,North,Punjab,Ludhiana,India,Technology,Monitor,Monitor Model 666,6040,4,0,1296,8,1186,1510,44,Mahindra Traders
ORD00148,09-06-2024,15-06-2024,2024,CUST1148,Pooja Singh,Home Office,East,West Bengal,Kolkata,India,Technology,Laptop,Laptop Model 705,882,6,0.05,203.52,61,105.73,147,73,ITC Supply
ORD00149,28-11-2023,01-12-2023,2023,CUST1149,Keerthana S,Consumer,West,Gujarat,Ahmedabad,India,Technology,Printer,Printer Model 793,25680,8,0.05,7438.32,6,2119.71,3210,259,Reliance Distributors
ORD00150,06-02-2023,08-02-2023,2023,CUST1150,Karthik Raj,Consumer,North,Delhi,New Delhi,India,Office Supplies,Binder,Binder Model 743,11289,3,0,2466.81,14,2940.73,3763,251,Mahindra Traders
ORD00151,27-11-2023,29-11-2023,2023,CUST1151,Rahul Verma,Home Office,East,West Bengal,Kolkata,India,Office Supplies,Binder,Binder Model 562,8457,3,0.05,1826.58,75,2069.19,2819,94,ITC Supply
ORD00152,02-06-2023,05-06-2023,2023,CUST1152,Meera Krishnan,Consumer,East,Odisha,Bhubaneswar,India,Technology,Laptop,Laptop Model 366,2320,1,0.2,93.05,67,1762.95,2320,75,Mahindra Traders
ORD00153,12-04-2024,16-04-2024,2024,CUST1153,Arjun Reddy,Corporate,South,Karnataka,Bengaluru,India,Office Supplies,Paper,Paper Model 872,18748,4,0.15,1709.44,30,3556.59,4687,206,ITC Supply
ORD00154,25-09-2023,27-09-2023,2023,CUST1154,Pooja Singh,Consumer,North,Delhi,New Delhi,India,Furniture,Table,Table Model 755,9996,7,0,2418.22,7,1082.54,1428,246,Adani Logistics
ORD00155,16-12-2023,21-12-2023,2023,CUST1155,Shreya Das,Corporate,North,Punjab,Ludhiana,India,Technology,Monitor,Monitor Model 323,8110,5,0.1,1956.05,40,1068.59,1622,112,Reliance Distributors
ORD00156,04-07-2023,09-07-2023,2023,CUST1156,Kavya R,Corporate,North,Uttar Pradesh,Lucknow,India,Technology,Laptop,Laptop Model 879,7490,10,0,1705.2,40,578.48,749,109,Reliance Distributors
ORD00157,21-05-2023,26-05-2023,2023,CUST1157,Kavya R,Consumer,North,Uttar Pradesh,Lucknow,India,Furniture,Chair,Chair Model 630,638,1,0.2,94.4,49,416,638,191,Mahindra Traders
ORD00158,16-10-2024,20-10-2024,2024,CUST1158,Sanjay Rao,Corporate,South,Tamil Nadu,Chennai,India,Furniture,Table,Table Model 137,6843,3,0.05,2418.9,25,1360.65,2281,210,Adani Logistics
ORD00159,01-09-2024,02-09-2024,2024,CUST1159,Sanjay Rao,Corporate,West,Rajasthan,Jaipur,India,Furniture,Bookcase,Bookcase Model 897,2178,2,0.1,373.2,53,793.5,1089,51,Mahindra Traders
ORD00160,21-04-2023,27-04-2023,2023,CUST1160,Aditya Kumar,Consumer,East,Odisha,Bhubaneswar,India,Office Supplies,Paper,Paper Model 733,40509,9,0.05,15994.08,28,2498.83,4501,105,Tata Suppliers
ORD00161,16-11-2023,19-11-2023,2023,CUST1161,Harini Balaji,Home Office,South,Tamil Nadu,Chennai,India,Technology,Monitor,Monitor Model 575,8964,4,0,2157.32,71,1701.67,2241,142,ITC Supply
ORD00162,16-04-2023,19-04-2023,2023,CUST1162,Manoj Kumar,Corporate,South,Karnataka,Bengaluru,India,Technology,Printer,Printer Model 212,7816,2,0.15,1199.94,20,2721.83,3908,82,ITC Supply
ORD00163,21-05-2023,26-05-2023,2023,CUST1163,Sanjay Rao,Consumer,North,Delhi,New Delhi,India,Technology,Monitor,Monitor Model 750,38850,10,0.15,10059,54,2296.35,3885,235,Adani Logistics
ORD00164,09-09-2024,14-09-2024,2024,CUST1164,Akash Yadav,Corporate,South,Telangana,Hyderabad,India,Technology,Printer,Printer Model 963,20292,6,0.05,3862.74,77,2569.11,3382,184,ITC Supply
ORD00165,28-07-2024,29-07-2024,2024,CUST1165,Aarav Sharma,Corporate,West,Rajasthan,Jaipur,India,Technology,Monitor,Monitor Model 211,12852,6,0.15,1725,72,1533.2,2142,115,Tata Suppliers
ORD00166,29-11-2023,03-12-2023,2023,CUST1166,Manoj Kumar,Corporate,North,Uttar Pradesh,Lucknow,India,Office Supplies,Paper,Paper Model 748,4968,4,0.15,286.04,10,984.19,1242,40,Tata Suppliers
ORD00167,18-10-2024,23-10-2024,2024,CUST1167,Arjun Reddy,Home Office,West,Rajasthan,Jaipur,India,Office Supplies,Binder,Binder Model 113,3537,9,0.2,795.42,60,226.02,393,141,Tata Suppliers
ORD00168,22-10-2023,23-10-2023,2023,CUST1168,Shreya Das,Home Office,West,Gujarat,Ahmedabad,India,Office Supplies,Paper,Paper Model 374,1188,2,0.2,12.16,15,469.12,594,258,Adani Logistics
ORD00169,30-06-2024,02-07-2024,2024,CUST1169,Ananya Iyer,Home Office,East,West Bengal,Kolkata,India,Office Supplies,Paper,Paper Model 189,17150,5,0.2,3051.4,74,2133.72,3430,167,ITC Supply
ORD00170,16-09-2024,22-09-2024,2024,CUST1170,Pooja Singh,Home Office,North,Uttar Pradesh,Lucknow,India,Furniture,Chair,Chair Model 589,27936,9,0.15,2152.44,65,2399.24,3104,178,Tata Suppliers
ORD00171,06-09-2023,09-09-2023,2023,CUST1171,Lakshmi Devi,Consumer,North,Delhi,New Delhi,India,Office Supplies,Pen,Pen Model 982,34279,7,0.15,10181.92,35,2707.89,4897,185,Adani Logistics
ORD00172,30-11-2023,04-12-2023,2023,CUST1172,Divya Menon,Corporate,West,Gujarat,Ahmedabad,India,Technology,Printer,Printer Model 550,278,1,0.05,72.9,89,191.2,278,51,Adani Logistics
ORD00173,02-02-2024,06-02-2024,2024,CUST1173,Lakshmi Devi,Consumer,West,Rajasthan,Jaipur,India,Technology,Monitor,Monitor Model 791,5460,4,0.15,1177.96,30,865.76,1365,161,Adani Logistics
ORD00174,08-04-2023,14-04-2023,2023,CUST1174,Manoj Kumar,Home Office,East,Odisha,Bhubaneswar,India,Office Supplies,Pen,Pen Model 699,10449,3,0,4690.77,20,1919.41,3483,274,ITC Supply
ORD00175,08-08-2024,10-08-2024,2024,CUST1175,Pooja Singh,Home Office,East,Odisha,Bhubaneswar,India,Office Supplies,Pen,Pen Model 461,6418,2,0.15,814.06,42,2320.62,3209,200,ITC Supply
ORD00176,22-06-2024,27-06-2024,2024,CUST1176,Neha Agarwal,Corporate,East,Assam,Guwahati,India,Furniture,Chair,Chair Model 922,25744,8,0.15,5792.24,23,2011.27,3218,243,Adani Logistics
ORD00177,22-01-2024,27-01-2024,2024,CUST1177,Raja Sekaran,Consumer,North,Delhi,New Delhi,India,Furniture,Table,Table Model 126,20870,10,0.1,6238.5,11,1254.45,2087,151,Adani Logistics
ORD00178,24-05-2024,27-05-2024,2024,CUST1178,Lakshmi Devi,Consumer,West,Rajasthan,Jaipur,India,Office Supplies,Binder,Binder Model 708,39033,9,0.15,7908.93,49,2807.68,4337,251,Tata Suppliers
ORD00179,23-11-2024,24-11-2024,2024,CUST1179,Sai Kiran,Consumer,North,Delhi,New Delhi,India,Furniture,Table,Table Model 531,30456,9,0.2,545.04,67,2646.64,3384,225,ITC Supply
ORD00180,01-10-2024,06-10-2024,2024,CUST1180,Aditya Kumar,Corporate,West,Rajasthan,Jaipur,India,Office Supplies,Pen,Pen Model 624,2996,2,0.1,810.36,27,943.02,1498,76,Mahindra Traders
ORD00181,07-12-2024,10-12-2024,2024,CUST1181,Priya Sharma,Corporate,East,Assam,Guwahati,India,Technology,Monitor,Monitor Model 286,21455,5,0.05,5873.9,12,2901.67,4291,74,Mahindra Traders
ORD00182,06-08-2024,12-08-2024,2024,CUST1182,Karthik Raj,Consumer,South,Telangana,Hyderabad,India,Technology,Laptop,Laptop Model 700,23145,5,0,5109.05,6,3607.19,4629,35,Reliance Distributors
ORD00183,29-06-2023,03-07-2023,2023,CUST1183,Arjun Reddy,Consumer,West,Rajasthan,Jaipur,India,Office Supplies,Pen,Pen Model 260,14418,3,0.05,4285.38,71,3137.24,4806,280,Tata Suppliers
ORD00184,30-01-2023,31-01-2023,2023,CUST1184,Nikhil Joshi,Home Office,South,Karnataka,Bengaluru,India,Office Supplies,Binder,Binder Model 430,29016,8,0,8341.36,23,2584.33,3627,141,Mahindra Traders
ORD00185,10-10-2023,12-10-2023,2023,CUST1185,Divya Menon,Corporate,South,Kerala,Kochi,India,Office Supplies,Paper,Paper Model 120,6160,10,0.1,1860.9,11,368.31,616,132,ITC Supply
ORD00186,19-08-2024,20-08-2024,2024,CUST1186,Rohit Jain,Consumer,East,West Bengal,Kolkata,India,Office Supplies,Paper,Paper Model 422,7700,4,0,3158.16,5,1135.46,1925,253,Mahindra Traders
ORD00187,04-03-2024,09-03-2024,2024,CUST1187,Karthik Raj,Home Office,West,Gujarat,Ahmedabad,India,Technology,Laptop,Laptop Model 596,34230,7,0.05,10153.5,7,3195,4890,144,Tata Suppliers
ORD00188,27-06-2023,29-06-2023,2023,CUST1188,Meera Krishnan,Home Office,West,Gujarat,Ahmedabad,India,Technology,Laptop,Laptop Model 992,16720,5,0.2,2662.95,54,2142.61,3344,191,ITC Supply
ORD00189,28-10-2024,29-10-2024,2024,CUST1189,Lakshmi Devi,Consumer,South,Telangana,Hyderabad,India,Furniture,Bookcase,Bookcase Model 546,13092,4,0.05,3708.28,9,2182.28,3273,162,Tata Suppliers
ORD00190,16-12-2023,18-12-2023,2023,CUST1190,Sai Kiran,Home Office,North,Uttar Pradesh,Lucknow,India,Technology,Laptop,Laptop Model 553,9236,4,0.2,380.96,64,1751.96,2309,142,Reliance Distributors
ORD00191,12-01-2024,15-01-2024,2024,CUST1191,Deepak Gupta,Consumer,North,Uttar Pradesh,Lucknow,India,Furniture,Table,Table Model 332,18040,10,0.1,2025.3,62,1421.07,1804,87,Mahindra Traders
ORD00192,02-09-2024,06-09-2024,2024,CUST1192,Manoj Kumar,Consumer,West,Rajasthan,Jaipur,India,Technology,Printer,Printer Model 794,42790,10,0.05,15773.3,70,2487.72,4279,66,Adani Logistics
ORD00193,04-10-2023,10-10-2023,2023,CUST1193,Akash Yadav,Consumer,East,West Bengal,Kolkata,India,Office Supplies,Pen,Pen Model 811,12880,10,0.1,4459.7,27,713.23,1288,138,Mahindra Traders
ORD00194,12-07-2023,18-07-2023,2023,CUST1194,Pooja Singh,Consumer,South,Tamil Nadu,Chennai,India,Office Supplies,Binder,Binder Model 331,22788,9,0.05,8739.72,41,1434.32,2532,84,ITC Supply
ORD00195,17-10-2023,20-10-2023,2023,CUST1195,Nikhil Joshi,Home Office,East,Odisha,Bhubaneswar,India,Office Supplies,Pen,Pen Model 807,7095,3,0.05,2785.53,49,1318.24,2365,231,Tata Suppliers
ORD00196,05-11-2024,11-11-2024,2024,CUST1196,Shreya Das,Home Office,East,West Bengal,Kolkata,India,Furniture,Table,Table Model 851,3176,2,0.1,1020.1,33,919.15,1588,40,ITC Supply
ORD00197,10-02-2023,15-02-2023,2023,CUST1197,Harini Balaji,Home Office,North,Punjab,Ludhiana,India,Technology,Printer,Printer Model 283,9657,3,0,3012.15,77,2214.95,3219,136,Adani Logistics
ORD00198,24-05-2024,30-05-2024,2024,CUST1198,Manoj Kumar,Home Office,West,Gujarat,Ahmedabad,India,Office Supplies,Pen,Pen Model 393,29590,10,0,12487.9,10,1710.21,2959,44,Reliance Distributors
ORD00199,28-11-2024,29-11-2024,2024,CUST1199,Divya Menon,Consumer,South,Kerala,Kochi,India,Technology,Printer,Printer Model 387,7034,2,0.15,355.02,72,2811.94,3517,66,Mahindra Traders
ORD00200,10-03-2024,14-03-2024,2024,CUST1200,Priya Sharma,Corporate,West,Rajasthan,Jaipur,India,Office Supplies,Pen,Pen Model 789,34128,8,0,9584.96,70,3067.88,4266,85,ITC Supply
ORD00201,13-07-2023,14-07-2023,2023,CUST1201,Vivaan Patel,Consumer,West,Maharashtra,Mumbai,India,Office Supplies,Paper,Paper Model 466,18220,4,0.1,5239.68,49,2789.58,4555,230,Tata Suppliers
ORD00202,26-07-2023,01-08-2023,2023,CUST1202,Aarav Sharma,Home Office,West,Maharashtra,Mumbai,India,Technology,Monitor,Monitor Model 808,32432,8,0.05,7251.6,61,2944.85,4054,88,Mahindra Traders
ORD00203,15-12-2024,18-12-2024,2024,CUST1203,Arjun Reddy,Home Office,North,Uttar Pradesh,Lucknow,India,Technology,Monitor,Monitor Model 534,20720,10,0.1,3991.7,26,1465.63,2072,99,Adani Logistics
ORD00204,17-04-2024,21-04-2024,2024,CUST1204,Vivaan Patel,Corporate,North,Delhi,New Delhi,India,Office Supplies,Binder,Binder Model 411,3053,1,0.15,758.34,30,1836.71,3053,76,Mahindra Traders
ORD00205,03-04-2024,04-04-2024,2024,CUST1205,Aditya Kumar,Consumer,North,Punjab,Ludhiana,India,Furniture,Table,Table Model 111,30730,10,0.1,9464.1,64,1819.29,3073,268,Tata Suppliers
ORD00206,06-12-2023,12-12-2023,2023,CUST1206,Meera Krishnan,Consumer,West,Maharashtra,Mumbai,India,Office Supplies,Binder,Binder Model 467,28700,7,0.05,5855.71,16,3058.47,4100,166,Adani Logistics
ORD00207,30-10-2024,05-11-2024,2024,CUST1207,Sanjay Rao,Consumer,West,Rajasthan,Jaipur,India,Technology,Laptop,Laptop Model 403,978,3,0,250.74,52,242.42,326,115,Adani Logistics
ORD00208,29-11-2024,01-12-2024,2024,CUST1208,Lakshmi Devi,Corporate,South,Kerala,Kochi,India,Office Supplies,Pen,Pen Model 335,19242,6,0.05,4582.92,52,2282.83,3207,89,Adani Logistics
ORD00209,14-01-2024,17-01-2024,2024,CUST1209,Suresh Babu,Corporate,North,Delhi,New Delhi,India,Technology,Laptop,Laptop Model 611,34030,10,0,7274.5,25,2675.55,3403,173,Adani Logistics
ORD00210,18-08-2024,24-08-2024,2024,CUST1210,Karthik Raj,Consumer,South,Karnataka,Bengaluru,India,Office Supplies,Paper,Paper Model 140,3696,3,0.15,520.44,61,873.72,1232,265,Reliance Distributors
ORD00211,12-08-2023,18-08-2023,2023,CUST1211,Nikhil Joshi,Consumer,West,Maharashtra,Mumbai,India,Technology,Monitor,Monitor Model 626,32265,9,0.05,10621.17,58,2225.62,3585,193,Tata Suppliers
ORD00212,25-03-2024,26-03-2024,2024,CUST1212,Nikhil Joshi,Corporate,North,Uttar Pradesh,Lucknow,India,Technology,Printer,Printer Model 681,670,5,0.15,66.3,30,100.64,134,260,Tata Suppliers
ORD00213,09-07-2024,12-07-2024,2024,CUST1213,Keerthana S,Consumer,East,Odisha,Bhubaneswar,India,Office Supplies,Pen,Pen Model 840,10161,3,0.2,965.64,47,2387.72,3387,172,Adani Logistics
ORD00214,07-08-2024,11-08-2024,2024,CUST1214,Harini Balaji,Consumer,West,Gujarat,Ahmedabad,India,Office Supplies,Pen,Pen Model 968,7653,3,0.1,1663.74,29,1741.32,2551,133,ITC Supply
ORD00215,08-12-2024,09-12-2024,2024,CUST1215,Ananya Iyer,Home Office,North,Uttar Pradesh,Lucknow,India,Office Supplies,Binder,Binder Model 551,43713,9,0.15,9179.73,55,3108.48,4857,153,Tata Suppliers
ORD00216,21-08-2023,23-08-2023,2023,CUST1216,Nikhil Joshi,Corporate,North,Uttar Pradesh,Lucknow,India,Office Supplies,Paper,Paper Model 826,8704,4,0,3508.72,67,1298.82,2176,136,Adani Logistics
ORD00217,14-04-2024,16-04-2024,2024,CUST1217,Neha Agarwal,Home Office,South,Tamil Nadu,Chennai,India,Furniture,Bookcase,Bookcase Model 831,7400,2,0.05,1362.56,19,2833.72,3700,283,Tata Suppliers
ORD00218,16-04-2024,22-04-2024,2024,CUST1218,Manoj Kumar,Home Office,East,Assam,Guwahati,India,Technology,Laptop,Laptop Model 158,39920,10,0,16598.7,56,2332.13,3992,141,Tata Suppliers
ORD00219,17-01-2024,18-01-2024,2024,CUST1219,Aditya Kumar,Home Office,South,Karnataka,Bengaluru,India,Furniture,Table,Table Model 993,2420,2,0.15,176.34,30,940.33,1210,78,Mahindra Traders
ORD00220,22-06-2023,25-06-2023,2023,CUST1220,Kavya R,Home Office,West,Rajasthan,Jaipur,India,Office Supplies,Paper,Paper Model 465,5525,5,0.05,1694.75,67,710.8,1105,42,Adani Logistics
ORD00221,28-12-2023,29-12-2023,2023,CUST1221,Priya Sharma,Home Office,West,Rajasthan,Jaipur,India,Furniture,Bookcase,Bookcase Model 557,758,2,0.05,254.96,7,232.57,379,245,Tata Suppliers
ORD00222,22-01-2023,26-01-2023,2023,CUST1222,Nikhil Joshi,Corporate,South,Tamil Nadu,Chennai,India,Furniture,Chair,Chair Model 956,13920,3,0.1,1831.38,23,3565.54,4640,148,Adani Logistics
ORD00223,07-12-2024,10-12-2024,2024,CUST1223,Vivaan Patel,Consumer,East,West Bengal,Kolkata,India,Technology,Printer,Printer Model 176,12270,3,0.2,1582.92,28,2744.36,4090,220,ITC Supply
ORD00224,12-06-2023,18-06-2023,2023,CUST1224,Priya Sharma,Corporate,East,Odisha,Bhubaneswar,India,Technology,Monitor,Monitor Model 234,6489,9,0.1,1737,80,455.9,721,42,Reliance Distributors
ORD00225,23-06-2023,26-06-2023,2023,CUST1225,Rohit Jain,Corporate,East,Odisha,Bhubaneswar,India,Office Supplies,Binder,Binder Model 441,20979,7,0.1,7311.22,34,1652.84,2997,30,Reliance Distributors
ORD00226,15-04-2024,20-04-2024,2024,CUST1226,Deepak Gupta,Corporate,South,Karnataka,Bengaluru,India,Office Supplies,Pen,Pen Model 465,6999,3,0.15,1621.44,77,1442.57,2333,290,Adani Logistics
ORD00227,23-05-2023,29-05-2023,2023,CUST1227,Keerthana S,Consumer,South,Tamil Nadu,Chennai,India,Technology,Printer,Printer Model 993,9100,10,0.1,1383.4,23,680.66,910,56,Mahindra Traders
ORD00228,16-12-2023,22-12-2023,2023,CUST1228,Akash Yadav,Corporate,West,Rajasthan,Jaipur,India,Office Supplies,Paper,Paper Model 787,27666,6,0.15,5986.74,46,2921.56,4611,266,Adani Logistics
ORD00229,12-01-2024,14-01-2024,2024,CUST1229,Karthik Raj,Home Office,North,Punjab,Ludhiana,India,Technology,Laptop,Laptop Model 890,636,4,0.15,126.4,43,103.55,159,106,Adani Logistics
ORD00230,09-03-2023,11-03-2023,2023,CUST1230,Priya Sharma,Home Office,West,Rajasthan,Jaipur,India,Furniture,Table,Table Model 181,46160,10,0.1,15307.8,79,2623.62,4616,111,Mahindra Traders
ORD00231,17-08-2024,20-08-2024,2024,CUST1231,Sneha Nair,Corporate,East,Odisha,Bhubaneswar,India,Office Supplies,Binder,Binder Model 659,8138,2,0.1,1019.06,7,3152.57,4069,104,Mahindra Traders
ORD00232,31-08-2023,06-09-2023,2023,CUST1232,Deepak Gupta,Home Office,South,Karnataka,Bengaluru,India,Technology,Printer,Printer Model 201,13928,8,0.2,2497.84,30,1080.57,1741,143,Tata Suppliers
ORD00233,13-05-2023,18-05-2023,2023,CUST1233,Neha Agarwal,Home Office,South,Tamil Nadu,Chennai,India,Technology,Monitor,Monitor Model 996,7314,6,0,2947.2,6,727.8,1219,185,Tata Suppliers
ORD00234,06-08-2023,09-08-2023,2023,CUST1234,Meera Krishnan,Consumer,West,Rajasthan,Jaipur,India,Technology,Monitor,Monitor Model 158,27360,8,0.2,2195.92,58,2461.51,3420,43,Tata Suppliers
ORD00235,03-10-2024,08-10-2024,2024,CUST1235,Meera Krishnan,Home Office,West,Gujarat,Ahmedabad,India,Office Supplies,Binder,Binder Model 769,19475,5,0,8638.4,45,2167.32,3895,48,ITC Supply
ORD00236,20-09-2024,26-09-2024,2024,CUST1236,Sanjay Rao,Consumer,West,Maharashtra,Mumbai,India,Technology,Laptop,Laptop Model 466,5472,3,0.05,1464.48,51,1244.64,1824,236,Mahindra Traders
ORD00237,05-07-2024,11-07-2024,2024,CUST1237,Akash Yadav,Corporate,North,Uttar Pradesh,Lucknow,India,Office Supplies,Pen,Pen Model 881,11904,6,0.2,2208.72,9,1219.08,1984,178,Adani Logistics
ORD00238,24-12-2024,28-12-2024,2024,CUST1238,Suresh Babu,Consumer,West,Gujarat,Ahmedabad,India,Office Supplies,Pen,Pen Model 771,5900,5,0.1,2051.65,51,651.67,1180,97,Reliance Distributors
ORD00239,15-02-2024,16-02-2024,2024,CUST1239,Rahul Verma,Corporate,South,Karnataka,Bengaluru,India,Technology,Laptop,Laptop Model 720,37899,9,0.05,9898.74,51,2900.59,4211,96,Reliance Distributors
ORD00240,15-06-2023,20-06-2023,2023,CUST1240,Lakshmi Devi,Corporate,South,Kerala,Kochi,India,Office Supplies,Paper,Paper Model 571,33496,8,0.05,8071.52,32,2968.71,4187,185,Tata Suppliers
ORD00241,21-04-2023,27-04-2023,2023,CUST1241,Raja Sekaran,Corporate,South,Tamil Nadu,Chennai,India,Office Supplies,Binder,Binder Model 772,3546,6,0.05,918.24,85,408.41,591,134,Tata Suppliers
ORD00242,15-09-2023,16-09-2023,2023,CUST1242,Raja Sekaran,Home Office,West,Rajasthan,Jaipur,India,Furniture,Chair,Chair Model 385,12008,4,0.05,3824.4,43,1895.8,3002,275,Reliance Distributors
ORD00243,06-08-2024,08-08-2024,2024,CUST1243,Swathi R,Consumer,East,Odisha,Bhubaneswar,India,Technology,Printer,Printer Model 265,4120,5,0.1,1437.95,45,454.01,824,251,Reliance Distributors
ORD00244,16-08-2024,17-08-2024,2024,CUST1244,Shreya Das,Corporate,North,Uttar Pradesh,Lucknow,India,Furniture,Chair,Chair Model 801,12744,8,0.15,1070.64,8,1220.22,1593,77,Reliance Distributors
ORD00245,10-01-2023,12-01-2023,2023,CUST1245,Karthik Raj,Consumer,West,Maharashtra,Mumbai,India,Office Supplies,Pen,Pen Model 524,5394,6,0.05,1531.26,48,598.84,899,223,Mahindra Traders
ORD00246,03-02-2023,08-02-2023,2023,CUST1246,Ananya Iyer,Home Office,North,Delhi,New Delhi,India,Office Supplies,Pen,Pen Model 540,410,1,0.05,112.26,18,277.24,410,30,Tata Suppliers
ORD00247,21-11-2023,22-11-2023,2023,CUST1247,Nikhil Joshi,Home Office,South,Tamil Nadu,Chennai,India,Furniture,Chair,Chair Model 251,32490,9,0,13166.73,86,2147.03,3610,299,Adani Logistics
ORD00248,26-04-2023,01-05-2023,2023,CUST1248,Rahul Verma,Consumer,West,Gujarat,Ahmedabad,India,Technology,Printer,Printer Model 370,7736,4,0,2953.28,39,1195.68,1934,55,Tata Suppliers
ORD00249,21-07-2023,26-07-2023,2023,CUST1249,Harini Balaji,Corporate,South,Telangana,Hyderabad,India,Office Supplies,Binder,Binder Model 657,930,5,0.1,165.5,41,134.3,186,300,Mahindra Traders
